,Restaurant_name,review_title,review_content,review_rating
2232,The Ledbury,Delightful lunch venue,Overall a wonderful dining experience.  The service staff were personable and well informed.  The meals were well presented and flavoursome.  Would be happy to recommend this restaurant to friends.,5
2233,The Ledbury,There is a reason The Ledbury is so highly rated ..... It's fantastic !,"The experience you have at this restaurant is second to none, from the start when you arrive all the way through to the time you leave. I couldn't fault a single thing, very relax atmosphere, the food was exceptional with the service to match. Ok...More",5
2234,The Ledbury,Certainly up there with the best in London,My friends and I go to a Michelin star restaurant to have a set lunch once every three months and The Ledbury was an exciting addition to the mix (so far we've done Chez Bruce and J Sheekey). After having booked a table nearly 3...More,5
2235,The Ledbury,a must do!,Went with good pal and michelin chef Josh from the pony and trap and we had a great evening. Had the full tasting menu with wine flight and even went for the cheese and port! just a great example of british chefs at their best!...More,5
2236,The Ledbury,Finally...got there...,"..but probably not the review I would be writing under different circumstances

...went for lunch as part of a large group who had booked the whole restuarant out on a set menu deal 3 courses with wine for 55GBP - probably 50 of us lunching....More",4
2237,The Ledbury,Fantastic experience,"Fantastic food, great service and a relaxed atmosphere. One of the best west London restaurants, expensive but worth it.
It is just a shame that they insist on taking a credit card deposit to reserve a table - they clearly don't want empty seats. Although...More",5
2238,The Ledbury,The best restaurant I've ever been,"Food like art. Sensorial experience. Almost better than sex :)
Super friendly staff. Expensive but worth it",5
2239,The Ledbury,Best place to dine in Notting Hill,"The ambiance, the food & wine and the service made dining at The Ledbury a total joy. The most appreciated gesture is that there isn't a strict dresscode to lunch at the Ledbury. T-shirt and jeans are even permitted which helped made us felt very...More",5
2240,The Ledbury,Special,"Best meal we had in london, over the square or murano....top to bottom, great service, the food was transcendent, it all worked. this is a very very special place",5
2241,The Ledbury,An Australian invasion,"The Ledbury is an amazing restaurant in Notting Hill in London.
 I called this review an Australian invasion as the owner/chef,
Brett Graham is one of a number of outstanding Aussie chefs who have
made an impact in London and are continuing to do so....More",5
2242,The Ledbury,A Tussle For The Top Spot,I've been watching the tussle between The Ledbury and Petrus for the top spot quite a while now and very interesting it has been.  The've both built up some impetus and long may it continue.  It is also very interesing to see that they have...More,5
2243,The Ledbury,Fantastic Experience,"I dined at The Ledbury a couple of Sunday's ago on their Sunday Lunch option - needless to say it wasn't like the roasts my Parents used to cook for me. From the warm rolls to the excellent, friendly yet courteous service we wanted for...More",5
2244,The Ledbury,Perfect,I wanted to go to Ledbury for months. My wife took me there for my birthday and I was not disappointed. Definetely not the same gastronomic experience as Fat Duck on its high days but still the food is excellent. Everything was perfect from the...More,5
2245,The Ledbury,The perfect souffle!,"We had high expectations as we entered this world-class restaurant, and we were not disappointed. 
Within the space of two weeks we had eaten in some of London's best restaurants, and this one was as good, arguably the best. The eating experience was perfect. The...More",5
2246,The Ledbury,An Australian production,"The Ledbury is a wonderful restaurant with beautiful food and brilliant staff. An Australian chef, Somiellier and Front of house manner give this restaurant a relaxed yet formal style with elegance. Frequent by a sophistacted set you will have a marvellous experience.",5
2247,The Ledbury,a truly exceptional dining experience,"Yes, they deserve their stars and their place on the top 50. This place goes the extra mile (or two) to get from excellent to exceptional.

We started with what I'll call Christmas tree meets fried chicken -- pieces of chicken served with rosemary -...More",5
2248,The Ledbury,Delightful food,"Booked  lunch soon after Ledbury was named 14th in the World's 50 Best Restaurants (8 weeks in advance.) Dining room is very relaxed and felt very welcome. Food is delightful, wonderful and exciting blend of flavours. Staff relaxed but discreetly professional who subtly can detect...More",5
2249,The Ledbury,"Imaginative food and excellent service topped off my 40th, thank you!","We dined on a Sunday evening a few weeks ago, having spent an extravagant weekend in town for my 40th. The Ledbury has a lovely dining room, which has a great atmosphere and ambience with subtle decor and lighting.
 We had the tasting menu which...More",5
2250,The Ledbury,anniversary and 40th birthday treat,The restaurant was a delight from start to finish. We had the tasting menu without wine pairing and every course was a delight. We have eaten at Michelin restaurants before and were pleased that the portion size here was slightly larger and the space between...More,5
2251,The Ledbury,Service let it down,We were given a gift voucher for Christmas to use here and are actually glad that we didn't have to use our own money here. We did eat from the set menu which I don't always think helps in top restaurants for the service you...More,2
